Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
O-8,Medoslea,,,,,,,
O-8,Mizra,,,,,,,
O-8,Paonid,,,,,,,
O-8,Pathandr,,,,,,,
O-8,Pengalan,,,,,,,
O-8,Rentaxius,,,,,,,
O-8,Sorca Retreat,,Chelli Lona Aphra's crew,,,,,
O-8,Sorfina,,,,,,,
O-8,Taanab,,,1: Tive,1: Taanab's moon,980 million,Mild,
O-8,Borloria,Dentari,,,,,,
O-8,Delriss,Dentari,,,,,,
O-8,Dentaria,Dentari,,,,,,
O-8,Alpheridies,Farstey,,,,,,
O-8,Anelsana,Farstey,,,,,,
O-8,Farsellah,Farstey,,,,,,
O-8,Farstey,Farstey,,,,,,
O-8,Jendorn,Farstey,,,,,,
O-8,Quooria,Farstey,,,,,,
O-8,Ratamesh,Farstey,,,,,,
O-8,Thisspias,Farstey,,,,,,
O-8,"Veil, The",Farstey,,,,,,
O-8,Carcel,Locris,,,,,,
O-8,Jweab,Locris,,,,,,
O-8,Kajim,Locris,,,,,,
O-8,Pirin,Locris,,,,,,
O-8,Sermeria,Locris,,,,,,
O-8,Ter Abbes,Locris,,,,,,
O-8,Velex,Locris,,,,,,
O-8,Von-Alai,Locris,,,,,,
O-8,Xandros,Locris,,,,,,
O-8,Anukara,Prackla,,,,,,
O-8,Boxer Point Station,Prackla,,,,,,
O-8,Cartao,Prackla,,,,,,
O-8,Gavriza,Prackla,,,,,,
O-8,Lerct,Prackla,,,,,,
O-8,Nexer,Prackla,,,,,,
O-8,Tormin,Prackla,,,,,,
O-8,Contruum,Truum,,,,,,
O-8,Angeria,Venaarian,,,,,,
O-8,Venaari,Venaarian,,,,,,
O-8,Katarr,Vensori,,,,,,
O-9,Anadeen,,Galactic Empire,,,,,
O-9,Asmall Ara Dyelle,,,,,,,
O-9,Bravais,,,1,,,Hot,Deserts
O-9,Delrian,,Galactic Empire New Republic,,,,,
O-9,Grand Tharkand,,,,,,,
O-9,Haariden,,Galactic Republic Galactic Empire,,1,,,Rocky Volcanoes Small scattered forests
O-9,Hylaia,,,,,,,
O-9,Ixilix Japrael,,,,,,,
O-9,Loped,,,,,,,
O-9,Lorell,,Lorell Raiders Galactic Empire Galactic Alliance,,,,,
O-9,M4-78,,,,,,,
O-9,Marotan,,,,,,,
O-9,Norulac,,,,,,,Mountains
O-9,Onderon Japrael,,,,,,,
O-9,Porus Vida,,Galactic Republic New Republic,,,,,
O-9,Roqoo Depot,,,,,,,
O-9,Shalankie,,,,,,,
O-9,Xibariz,,,,,,,
O-9,Donovia,Hali,,,,,,
O-9,Hali,Hali,,,,,,
O-9,Illoud,Hali,,,,,,
O-9,Algnadesh,Hapes Cluster,,,,,,
O-9,Andalia,Hapes Cluster,,,,,,
O-9,Arabanth,Hapes Cluster,,,,,,
O-9,Archais,Hapes Cluster,,,,,,
O-9,Baldavia,Hapes Cluster,,,,,,
O-9,Calfa,Hapes Cluster,,,,,,
O-9,Carlania,Hapes Cluster,,,,,,
O-9,Charubah,Hapes Cluster,,,,,,
O-9,Cheruba,Hapes Cluster,,,,,,
O-9,Chosper,Hapes Cluster,,,,,,
O-9,Daruvvia,Hapes Cluster,,,,,,
O-9,Divora,Hapes Cluster,,,,,,
O-9,Dreena,Hapes Cluster,,,,,,
O-9,Ediorung,Hapes Cluster,,,,,,
O-9,Farnica,Hapes Cluster,,,,,,
O-9,Febrini,Hapes Cluster,,,,,,
O-9,Gallinore,Hapes Cluster,,,,,,
O-9,Hapes,Hapes Cluster,,,,,,
O-9,Harterra,Hapes Cluster,,,,,,
O-9,Jodaka,Hapes Cluster,,,,,,
O-9,Jovaria,Hapes Cluster,,,,,,
O-9,Ket,Hapes Cluster,,,,,,
O-9,Knot Holes,Hapes Cluster,,,,,,
O-9,Lalmy'ash,Hapes Cluster,,,,,,
O-9,Lemmi,Hapes Cluster,,,,,,
O-9,Lovola,Hapes Cluster,,,,,,
O-9,Luuhar,Hapes Cluster,,,,,,
O-9,Maires,Hapes Cluster,,,,,,
O-9,Millinar,Hapes Cluster,,,,,,
O-9,Modus,Hapes Cluster,,,,,,
O-9,Nantuker,Hapes Cluster,,,,,,
O-9,Novi,Hapes Cluster,,,,,,
O-9,Olanji,Hapes Cluster,,,,,,
O-9,Orelon,Hapes Cluster,,,,,,
O-9,Phelope,Hapes Cluster,,,,,,
O-9,Rainboh,Hapes Cluster,,,,,,
O-9,Rbollea,Hapes Cluster,,,,,,
O-9,Reboam,Hapes Cluster,,,,,,
O-9,Relephon,Hapes Cluster,,,,,,
O-9,Rynmar,Hapes Cluster,,,,,,
O-9,Sargon,Hapes Cluster,,,,,,
O-9,Selab,Hapes Cluster,,,,,,
O-9,Sennex,Hapes Cluster,,,,,,
O-9,Shedu Maad,Hapes Cluster,,,,,,
O-9,Sivoria,Hapes Cluster,,,,,,
O-9,Stalsinek,Hapes Cluster,,,,,,
O-9,Talcharaim,Hapes Cluster,,,,,,
O-9,Telkur Station,Hapes Cluster,,,,,,
O-9,Terephon,Hapes Cluster,,,,,,
O-9,Theselon,Hapes Cluster,,,,,,
O-9,Thrakia,Hapes Cluster,,,,,,
O-9,Tinta,Hapes Cluster,,,,,,
O-9,Tumani,Hapes Cluster,,,,,,
O-9,Ut,Hapes Cluster,,,,,,
O-9,Vergill,Hapes Cluster,,,,,,
O-9,Wodan,Hapes Cluster,,,,,,
H-15,Zadaria,Hapes Cluster,,,,,,
O-9,Zalori,Hapes Cluster,,,,,,
O-9,k'Farri,Hapes Cluster,,,,,,
O-9,Nojic,Nojic,,,,,,
O-9,Aria,Prime,,,,,,
O-10,Bactriasa,,,,,,,
O-10,Beckoning Call Starr,,,,,,,
O-10,Birren,,,,,,,
O-10,Calcoraan,,Galactic Empire,,,,,Chromyl chloride ocean
O-10,Celegia Noori,,,,,,,
O-10,Chasmeene,,Galactic Empire,,,,,
O-10,Damualer Triac,,,,,,,
O-10,Deltron,,,,,,,
O-10,Emorus,,,,,,,
O-10,Eyar,,,,,,,
O-10,Gorse,,Galactic Empire,,Cynda,,,
O-10,Gotida,,,,,,,
O-10,Koolach,,,,,,,
O-10,Maateen,,,,,,,
O-10,Mattri,,Garm Bel Iblis's movement,,,,,
O-10,Merson,,Merson pirates Confederacy of Independent Systems,,,,,Jungles
O-10,Nexator,,,,,,,
O-10,Noori Noori,,,,,,,
O-10,Rasterous,,,,,,,
O-10,Rowacki,,,,,,,
O-10,Salaktori Anchorage,,,,,,,
O-10,Senthrodys,,,,,,,
O-10,Tyegin,,Tyegin's law enforcement,,,,,Forests
O-10,Vandelae,,,,,,,
O-10,Vesari,,,,,,,
O-10,Virujansi,,Galactic Empire,,,,,
O-10,Zeltros,,,,,,,Oceans
O-10,Zlarbv,,,,,,,
O-10,Amar,Airon,,,,,,
O-10,Ambria,Airon,,,,,,
O-10,Ithull,Airon,,,,,,
O-10,Stenness,Airon,,,,,,
O-10,Taboon,Airon,,,,,,
O-10,Marasai Marasa,Nebula,,,,,,
O-10,Ai'ken,Prime,,,,,,
O-11,Banasthau,,,,,,,
O-11,Kossa Prime Kossa (Kossa Prime),,,,,,,
O-11,Manaan,,,,,,,Oceans
O-11,Petrakis,,,,,,,
O-11,Truuine,,Jedi Order,At least 1,,,,Islands (equator) Mountains (polar region) Glaciers (polar region)
O-11,Belasco,Belasco,,,,,,
O-11,Gavana,Belasco,,,,,,
O-11,Urun,Belasco,,,,,,
O-11,Cona Inner,Cluster,,,,,,
O-11,Burundang,Harron,,,,,,
O-11,Chanosant,Harron,,,,,,
O-11,Chrome Citadel,Harron,,,,,,
O-11,Daroon,Harron,,,,,,
O-11,Tarhassan,Harron,,,,,,
O-11,Trammen,Harron,,,,,,
O-11,Basarais,Kossa,,,,,,
O-11,Geldoll,Kossa,,,,,,
O-11,Hrasskis,Kossa,,,,,,
O-11,Lonania,Kossa,,,,,,
O-11,Teljkon,Kossa,,,,,,
O-11,Britaxis,Minor,,,,,,
O-12,Lonera,,Galactic Empire New Republic,,,,,
O-12,Maladi Maladi,,,,,,,
O-12,Parcelus Major Parcelus,,,,,,,
O-12,Parcelus Minor Parcelus,,,,,,,
O-12,Knooda,Askarian,,,,,,
O-12,Circarpous,Circarpous,,,,,,
O-12,Fabrin,Circarpous,,,,,,
O-12,Gyndine,Circarpous,,,,,,
O-12,Ishanna,Circarpous,,,,,,
O-12,Kerev Doi,Circarpous,,,,,,
O-12,Niro,Circarpous,,,,,,
O-12,Thousand Moons,Circarpous,,,,,,
O-12,Abersyn,Cyrillian Protectorate,,,,,,
O-12,Cyrillia,Cyrillian Protectorate,,,,,,
O-12,Palek,Cyrillian Protectorate,,,,,,
O-12,Prazhi,Cyrillian Protectorate,,,,,,
O-12,Sarrahban,Cyrillian Protectorate,,,,,,
O-12,Kamgeddon,Harron,,,,,,
O-12,Reytha,Harron,,,,,,
O-12,Sarko,Venzeiia,,,,,,
O-12,Terrijo,Venzeiia,,,,,,
O-12,Venzeiia,Venzeiia,,,,,,
O-12,Zenn-La,Venzeiia,,,,,,
O-13,Pasaana Altier (Ombakand),,,,,,,
O-13,Altier,Altier,,,,,,
O-13,Devalok,Altier,,,,,,
O-13,Gerhalt,Altier,,,,,,
O-13,Ruugia,Altier,,,,,,
O-13,Trebela,Altier,,,,,,
O-13,Ushruu,Altier,,,,,,
O-13,Apgar,Hilo,,,,,,
O-13,Hilo,Hilo,,,,,,
O-13,Bovo Yagen,Kailion,,,,,,
O-13,Czerialus,Kailion,,,,,,
O-13,Kailion,Kailion,,,,,,
O-13,Tarmidia,Kailion,,,,,,
O-13,Tlactehon,Kailion,,,,,,
O-13,Carto,Surron,,,,,,
O-13,Hallrin,Surron,,,,,,
O-13,Mek va Uil,Surron,,,,,,
O-13,Quintar Nebula,Surron,,,,,,
O-13,Rend,Surron,,,,,,
O-13,Surron,Surron,,,,,,
O-13,Taraloon,Surron,,,,,,
O-13,Drgi,Tokamac,,,,,,
O-13,Y'nybeth,Tokamac,,,,,,
O-13,Vinth,Venzeiia,,,,,,
O-14,Ryvellia Treffani,,,,,,,
O-14,Treffani Treffani,,,,,,,
O-14,Aramand,Brak,,,,,,
O-14,Asran,Brak,,,,,,
O-14,Bacrana,Brak,,,,,,
O-14,Cirra,Brak,,,,,,
O-14,De'nel,Brak,,,,,,
O-14,Demar,Brak,,,,,,
O-14,Enet,Brak,,,,,,
O-14,Fytoun,Brak,,,,,,
O-14,Garia,Brak,,,,,,
O-14,Genesia,Brak,,,,,,
O-14,Hagar Secundus,Brak,,,,,,
O-14,Intran,Brak,,,,,,
O-14,Jinet,Brak,,,,,,
O-14,Latoma,Brak,,,,,,
O-14,Laud,Brak,,,,,,
O-14,Lota,Brak,,,,,,
O-14,Mangez,Brak,,,,,,
O-14,Maxca,Brak,,,,,,
O-14,Mila,Brak,,,,,,
O-14,Orma,Brak,,,,,,
O-14,Ralme,Brak,,,,,,
O-14,Rehn,Brak,,,,,,
O-14,Skone,Brak,,,,,,
O-14,Tel Minor,Brak,,,,,,
O-14,Torve,Brak,,,,,,
O-14,Welsl,Brak,,,,,,
O-14,Archae Teuthis,Brevost,,,,,,
O-14,Chaykin,Chaykin,,,,,,
O-14,Corbantis,Chaykin,,,,,,
O-14,Gamor,Chaykin,,,,,,
O-14,Merren,Chaykin,,,,,,
O-14,Milagro,Chaykin,,,,,,
O-14,Shackel,Chaykin,,,,,,
O-14,Vendaxa,Chaykin,,,,,,
O-14,Volta,Chaykin,,,,,,
O-15,Citlik,Citlik,,,,,,
O-14,Nivek,Citlik,,,,,,
O-14,Garfin,Immeria,,,,,,
O-14,Imerria,Immeria,,,,,,
O-14,Terra Sool,Immeria,,,,,,
O-14,Zeenada,Immerian Outback,,,,,,
O-14,Aridus,Narvath,,,,,,
O-14,Iktotch,Narvath,,,,,,
O-14,Narvath,Narvath,,,,,,
O-14,Dinlo,Thaere,,,,,,
O-14,Kaboryth Cluster,Thaere,,,,,,
O-14,Mol'leaj,Thaere,,,,,,
O-14,Niian,Thaere,,,,,,
O-14,Thaere,Thaere,,,,,,
O-14,Allanteen,Tynna,,,,,,
O-14,Selsor,Zarracina,,,,,,
O-14,Zarracina,Zarracina,,,,,,
O-15,Naran-Shiv Tacuni,,,,,,,
O-15,Brevost,Brevost,,,,,,
O-15,Cheku,Brevost,,,,,,
O-15,Coonee,Brevost,,,,,,
O-15,Krann,Brevost,,,,,,
O-15,Kuratow,Brevost,,,,,,
O-15,Manari,Brevost,,,,,,
O-15,Momansi,Brevost,,,,,,
O-15,Sarranket,Brevost,,,,,,
O-15,Sarrelon,Brevost,,,,,,
O-15,Sika,Brevost,,,,,,
O-15,Zissh,Brevost,,,,,,
O-15,Bomodon,Churba,,,,,,
O-15,Chargona,Citlik,,,,,,
O-15,Kragis,Citlik,,,,,,
O-15,Muzzli,Citlik,,,,,,
O-15,Ank Kit'aar,Druess,,,,,,
O-15,Etai,Druess,,,,,,
O-15,Fendry,Druess,,,,,,
O-15,Harpori,Druess,,,,,,
O-15,Klaymor,Druess,,,,,,
O-15,Bannistar Station,Hevvrol,,,,,,
O-15,Corrdair,Hevvrol,,,,,,
O-15,Dilestri,Hevvrol,,,,,,
O-15,Glom Tho,Hevvrol,,,,,,
O-15,Kaspas,Hevvrol,,,,,,
O-15,Starlag,Hevvrol,,,,,,
O-15,Triffis,Hevvrol,,,,,,
O-16,Jafan,Chommell,,,,,,
O-16,Karlinus,Chommell,,,,,,
O-16,Kreeling,Chommell,,,,,,
O-16,Necr'ygor,Chommell,,,,,,
O-16,Sedapard,Cluster,,,,,,
O-16,Sedesia,Druess,,,,,,
O-16,Eschaton,Far Xandil,,,,,,
O-16,Yungbrii,Far Xandil,,,,,,
O-16,Ansarra,Iskin,,,,,,
O-16,Centori,Iskin,,,,,,
O-16,Deersheba,Iskin,,,,,,
O-16,Geister,Iskin,,,,,,
O-16,Iskin,Iskin,,,,,,
O-16,Kishpaugh,Iskin,,,,,,
O-16,Nelvana Gas Cluster,Iskin,,,,,,
O-16,Ord Dorlass,Iskin,,,,,,
O-16,Remmon Nebula,Iskin,,,,,,
O-16,Sivad,Iskin,,,,,,
O-16,Tansyl,Iskin,,,,,,
L-14,Teirasa,Iskin,,,,,,
O-16,Alassa Major,Vilonis,,,,,,
O-16,Belat,Vilonis,,,,,,
O-16,Golus Station,Vilonis,,,,,,
O-16,Hyell,Vilonis,,,,,,
O-16,Inusagi,Vilonis,,,,,,
O-16,Kalinda,Vilonis,,,,,,
O-16,Krnay,Vilonis,,,,,,
O-16,Nerrif,Vilonis,,,,,,
O-16,Nomlis,Vilonis,,,,,,
O-16,Ord Zeuol,Vilonis,,,,,,
O-16,Oshira,Vilonis,,,,,,
O-16,Prine,Vilonis,,,,,,
O-16,Theron,Vilonis,,,,,,
O-16,Bromlarch,Vish,,,,,,
O-17,Alui,Alui,,,,,,
O-17,Cirtappa,Alui,,,,,,
O-17,Draik,Alui,,,,,,
O-17,Duzay,Alui,,,,,,
O-17,Enarc,Alui,,,,,,
O-17,Tanto Winn,Alui,,,,,,
O-17,Tovash Tchii,Alui,,,,,,
O-17,Chommell Minor,Chommell,,,,,,
O-17,Lofquar,Chommell,,,,,,
O-17,Naboo,Chommell,,,,,,
O-17,Celsor,Hook Nebula,,,,,,
O-17,Metharg,Hook Nebula,,,,,,
O-17,Huvveck,Juris,,,,,,
O-17,Kaliida Nebula,Juris,,,,,,
O-17,Ryndellia,Ryndellian,,,,,,
O-17,Thannt,Ryndellian,,,,,,
O-17,Aquilaris,Sanbra,,,,,,
O-17,Banas,Sanbra,,,,,,
O-17,Beheboth,Sanbra,,,,,,
O-17,D'Qar,Sanbra,,,,,,
O-17,De'etta,Sanbra,,,,,,
O-17,Dol'har Hyde,Sanbra,,,,,,
O-17,Golrath,Sanbra,,,,,,
O-17,Loratus,Sanbra,,,,,,
O-17,Rugosa,Sanbra,,,,,,
O-17,Sanbra,Sanbra,,,,,,
O-17,Yuga,Sanbra,,,,,,
O-17,Shafr,Toblain,,,,,,
O-18,Aturi Cluster,Hook Nebula,,,,,,
O-18,Empartheca,Hook Nebula,,,,,,
O-18,Lan Barell,Hook Nebula,,,,,,
O-18,Nulan,Hook Nebula,,,,,,
O-18,Santarine,Hook Nebula,,,,,,
O-18,U'Dray,Hook Nebula,,,,,,
O-18,Kheedar,Khuiumin,,,,,,
O-18,Khuiumin,Khuiumin,,,,,,
O-18,Ord Grovner,Khuiumin,,,,,,
O-18,Soola,Khuiumin,,,,,,
O-18,Tedonia,Khuiumin,,,,,,
O-18,Aris Minor,Parmel,,,,,,
O-18,Fobaris,Parmel,,,,,,
O-18,Gosho,Parmel,,,,,,
O-18,Kallistas,Parmel,,,,,,
O-18,Parmel,Parmel,,,,,,
O-18,Revkinn,Parmel,,,,,,
O-18,Shumari,Parmel,,,,,,
O-18,Tassahondee Station,Parmel,,,,,,
O-18,Turak,Parmel,,,,,,
O-18,Turcan,Parmel,,,,,,
O-18,Vohai,Parmel,,,,,,
O-18,Baes Logia,Quence,,,,,,
O-18,Berullia,Quence,,,,,,
O-18,Elshandruu Pica,Quence,,,,,,
O-18,Eva-T,Quence,,,,,,
O-18,Godo,Quence,,,,,,
O-18,Shogun,Quence,,,,,,
O-18,"Spur, The",Quence,,,,,,
O-18,Yityl,Quence,,,,,,
O-18,Idaflor,Sarin,,,,,,
O-18,Kerroc,Sarin,,,,,,
O-18,Pandori,Sarin,,,,,,
O-18,Parein,Sarin,,,,,,
O-18,Altikar,Toblain,,,,,,
O-18,Quesna,Toblain,,,,,,
O-18,Shadda Nebula,Toblain,,,,,,
O-18,Warchigade,Toblain,,,,,,
O-19,Breshkall,Khuiumin,,,,,,
O-19,Chagar,Khuiumin,,,,,,
O-19,Drexel Minor,Khuiumin,,,,,,
O-19,Suarbi,Quence,,,,,,
O-19,Ab'Bshingh,Sujimis,,,,,,
O-19,Maryx Minor,Sujimis,,,,,,
O-19,Vrogas Vas,Sujimis,,,,,,
O-19,Andelm,Svivreni,,,,,,
O-19,Bront,Svivreni,,,,,,
O-19,Egaria,Svivreni,,,,,,
O-19,Kiilimaar,Svivreni,,,,,,
O-19,Sulloria,Svivreni,,,,,,
O-19,Svivren,Svivreni,,,,,,
O-19,Telanka,Svivreni,,,,,,
O-19,Baffop,Tamarin,,,,,,
O-20,Corg,,,,,,,
O-20,Gottlegoob,,New Republic,,,,,
O-20,Kalidorn,,,,,,,
O-20,Lira San,,,,,Millions of Lasat,,
O-20,Neoli,,,,,,,
O-20,Silken,,,,,,,
O-20,StarStation 12,,,,,,,
O-20,Xirl,,,,1,,,Jungle Rocky
O-20,Carz,Svivreni,,,,,,
P-2,Serianan,,,,,,,
P-3,Gulma,,Galactic Empire,,,,,Swamps
P-3,Insk,,,,,,,
P-3,Soullex,,Galactic Empire,,,,,
P-3,Babali,Corva,,,,,,
P-3,Basteel,Corva,,,,,,
P-3,Eol Sha,Corva,,,,,,
P-3,Hakara,Corva,,,,,,
P-3,Hanod,Corva,,,,,,
P-3,Kaisa,Corva,,,,,,
P-3,Oricon,Corva,,,,,,
P-3,Peppel,Corva,,,,,,
P-3,Pervick,Corva,,,,,,
P-3,Sormahil,Corva,,,,,,
P-3,Sva'leer,Corva,,,,,,
P-3,Touksingal,Corva,,,,,,
P-3,Trascor,Corva,,,,,,
P-3,Ventooine,Corva,,,,,,
P-3,Cauldron,Nebula Corva,,,,,,
P-4,Betha,Corva,,,,,,
P-4,Corva,Corva,,,,,,
P-4,Delari,Corva,,,,,,
P-4,Galaan,Corva,,,,,,
P-4,H'ken,Corva,,,,,,
P-4,Jandoon,Corva,,,,,,
P-4,Jaresh,Corva,,,,,,
P-4,Jurio,Corva,,,,,,
I-15,Kavith,Corva,,,,,,
P-4,Ligna,Corva,,,,,,
P-4,Sesid,Corva,,,,,,
P-4,Triitus,Corva,,,,,,
P-4,Xantar,Corva,,,,,,
P-4,Bizikia,Kwymar,,,,,,
P-4,Doniphon,Kwymar,,,,,,
P-4,Gralack,Kwymar,,,,,,
P-4,Haaridin,Kwymar,,,,,,
P-4,Korlings,Kwymar,,,,,,
P-4,Rya,Kwymar,,,,,,
P-4,Tandhor,Kwymar,,,,,,
P-4,Demesel,Meram,,,,,,
P-4,Guavian Drift,Meram,,,,,,
P-4,Langhesa,Meram,,,,,,
P-4,Nebula Forso,Meram,,,,,,
P-4,Thalassia,Meram,,,,,,
P-4,Tholian,Meram,,,,,,
P-4,Spawn,Nebula Corva,,,,,,
P-4,Stylar,Nebula Corva,,,,,,
P-4,Carosi,Nembus,,,,,,
P-4,Chromovon,Nembus,,,,,,
P-4,Direllia,Nembus,,,,,,
P-4,Jendar,Nembus,,,,,,
P-4,Kirtania,Nembus,,,,,,
Q-10,Ontotho,Nembus,,,,,,
P-4,Otranto,Nembus,,,,,,
P-4,Praadost,Nembus,,,,,,
P-4,Q'nithian,Nembus,,,,,,
P-4,Rindia,Nembus,,,,,,
P-4,Seikosha,Nembus,,,,,,
P-4,Shi'kar Straits,Nembus,,,,,,
P-5,Mirrin Prime Kalamith (Mirrin),,,,,,,
P-5,Suraz Kalamith (Mirrin),,,,,,,
P-5,Serenno,D'Astan,,,,,,
P-5,Tal Pi,D'Astan,,,,,,
P-5,Tassar,D'Astan,,,,,,
P-5,Daluba,Esstran,,,,,,
P-5,Marranis,Esstran,,,,,,
P-5,Saarn,Esstran,,,,,,
P-5,Asusto,Gordian Reach,,,,,,
P-5,Betshish,Gordian Reach,,,,,,
P-5,Feswe Minor,Gordian Reach,,,,,,
P-5,Feswe Prime,Gordian Reach,,,,,,
P-5,Glade,Gordian Reach,,,,,,
P-5,Kli'aar,Gordian Reach,,,,,,
P-5,Krylon,Gordian Reach,,,,,,
P-5,Kushibah,Gordian Reach,,,,,,
P-5,Ladarra,Gordian Reach,,,,,,
P-5,Marrovia,Gordian Reach,,,,,,
P-5,Mogoshyn,Gordian Reach,,,,,,
P-5,Vaal,Gordian Reach,,,,,,
P-5,Arrakan,Kalamith,,,,,,
P-5,Athus Klee,Kalamith,,,,,,
P-5,Durollia,Kalamith,,,,,,
P-5,Endymion,Kalamith,,,,,,
P-5,Gaftikar,Kalamith,,,,,,
P-5,Hadi,Kalamith,,,,,,
P-5,Hreeshi,Kalamith,,,,,,
P-5,Hynah,Kalamith,,,,,,
P-5,Kho Nai,Kalamith,,,,,,
P-5,M'Bardi,Kalamith,,,,,,
P-5,Nela-Ray,Kalamith,,,,,,
P-5,Pho Ph'eah,Kalamith,,,,,,
P-5,Shenio,Kalamith,,,,,,
P-5,Tandun,Kalamith,,,,,,
P-5,Teevan,Kalamith,,,,,,
P-5,Toprawa,Kalamith,,,,,,
P-5,Tyshapahl,Kalamith,,,,,,
P-6,Faos Station,Belsmuth,,,,,,
P-6,Hettsk,Belsmuth,,,,,,
P-6,Azna,Demetras,,,,,,
P-6,Phindar,Demetras,,,,,,
P-6,Bronsoon,Gordian Reach,,,,,,
P-6,Denarii Nebula,Gordian Reach,,,,,,
P-6,Durgen's Star,Gordian Reach,,,,,,
P-6,Far Indosa,Gordian Reach,,,,,,
P-6,Gesaral Beta,Gordian Reach,,,,,,
P-6,Jalindi,Gordian Reach,,,,,,
P-6,Jovan,Gordian Reach,,,,,,
P-6,Kravos,Gordian Reach,,,,,,
P-6,Near Indosa,Gordian Reach,,,,,,
P-6,Pinoora,Gordian Reach,,,,,,
P-6,Povanaria,Gordian Reach,,,,,,
P-6,Presbalin,Gordian Reach,,,,,,
P-6,Selitan,Gordian Reach,,,,,,
P-6,Tertiary Feswe,Gordian Reach,,,,,,
P-6,Torque,Gordian Reach,,,,,,
P-6,Trinovat,Gordian Reach,,,,,,
P-6,Xochtl,Gordian Reach,,,,,,
P-6,Yavin,Gordian Reach,,,,,,
P-6,Althir,Rolion,,,,,,
P-6,Algarra,Thrasybule,,,,,,
P-6,Altair,Thrasybule,,,,,,
P-6,Bakkah,Thrasybule,,,,,,
P-6,Dronseen,Thrasybule,,,,,,
P-6,Edonaaris,Thrasybule,,,,,,
P-6,H'Grathi Nebulae,Thrasybule,,,,,,
P-6,Hei,Thrasybule,,,,,,
P-6,Keros,Thrasybule,,,,,,
P-6,Lexus,Thrasybule,,,,,,
P-6,Malrev,Thrasybule,,,,,,
P-6,Mestun,Thrasybule,,,,,,
P-6,Pandem Nai,Thrasybule,,,,,,
P-6,Phatrong,Thrasybule,,,,,,
P-6,Syndaar,Thrasybule,,,,,,
P-6,Traptoforia,Thrasybule,,,,,,
P-6,Uhltenden,Thrasybule,,,,,,
P-6,Vispil,Thrasybule,,,,,,
P-6,Zona Miki,Thrasybule,,,,,,
P-7,Aestilan,Demetras,,,,,,
P-7,Bellis,Demetras,,,,,,
P-7,Bompreil,Demetras,,,,,,
P-7,Demigue,Demetras,,,,,,
P-7,Keresia,Demetras,,,,,,
P-7,Krake's Planet,Demetras,,,,,,
P-7,Liul,Demetras,,,,,,
P-7,Nag Ubdur,Demetras,,,,,,
P-7,New Canistel,Demetras,,,,,,
P-7,Obinipor,Demetras,,,,,,
P-7,Reega,Demetras,,,,,,
P-7,Sigma Station,Demetras,,,,,,
P-7,Tlönia,Demetras,,,,,,
P-7,Todirium,Demetras,,,,,,
P-7,Tokuut,Demetras,,,,,,
P-7,Ahn Krantarium,Esuain,,,,,,
P-7,Anteevy,Esuain,,,,,,
P-7,Dagro,Esuain,,,,,,
P-7,Kankalo,Esuain,,,,,,
P-7,Kromus,Esuain,,,,,,
P-7,Namzor,Esuain,,,,,,
P-7,Phelzepham,Esuain,,,,,,
P-7,Tanaria,Esuain,,,,,,
P-7,Blood Nest,Halori,,,,,,
P-7,Tantajo,Halori,,,,,,
P-7,Velmor,Halori,,,,,,
P-7,Bseto,Msst,,,,,,
P-7,Cadannia,Msst,,,,,,
P-7,Dinzo,Msst,,,,,,
P-7,Farseen,Msst,,,,,,
P-7,Garos,Msst,,,,,,
P-7,Mon Torri,Msst,,,,,,
P-7,Msst,Msst,,,,,,
P-7,Nyarikan Nebula,Msst,,,,,,
P-7,Skangravi,Msst,,,,,,
P-7,Fenion,Rolion,,,,,,
P-7,Jiruus,Rolion,,,,,,
P-7,Joran Station,Rolion,,,,,,
P-7,Oridol Cluster,Rolion,,,,,,
P-7,Quila,Rolion,,,,,,
P-7,Yalbec Prime,Rolion,,,,,,
P-7,Nuala,Trans-Gascon,,,,,,
P-8,Khorm,Halori,,,,,,
P-8,Bynarria,Lantillian,,,,,,
P-8,Cordota,Lantillian,,,,,,
P-8,Dulathia,Lantillian,,,,,,
P-8,Gizer,Lantillian,,,,,,
P-8,Lantillies,Lantillian,,,,,,
P-8,New Ralltiir,Lantillian,,,,,,
P-8,Ondara,Lantillian,,,,,,
P-8,Phaseera,Lantillian,,,,,,
P-8,Zero Drift,Lantillian,,,,,,
P-8,Mahranee,Taldot,,,,,,
P-8,Rearqu Cluster,Taldot,,,,,,
P-8,Fodurant,Trans-Gascon,,,,,,
P-8,Gascon,Trans-Gascon,,,,,,
P-8,Azure,Truum,,,,,,
P-8,Daltarri,Truum,,,,,,
P-8,Gazian,Truum,,,,,,
P-8,Grimwald,Truum,,,,,,
P-8,Montross,Truum,,,,,,
P-8,Beauchen,Vensori,,,,,,
P-8,Vensor,Vensori,,,,,,
P-9,Biivren Biivren,,,,,,,
P-9,New Raithal Annecy,,,,,,,
P-9,Werania Biivren,,,,,,,
P-9,Dona Laza,Dona Laza,,,,,,
P-9,Mairenhelm,Dona Laza,,,,,,
P-9,Rajtiri,Dona Laza,,,,,,
P-9,Viraanntesse,Dona Laza,,,,,,
P-9,Avenelle,Lantillian,,,,,,
P-9,Bracca,Lantillian,,,,,,
P-9,Nazzri,Lantillian,,,,,,
P-9,Tarivo,Lantillian,,,,,,
P-9,Temesher,Lantillian,,,,,,
